GEOID,Megacluster,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU
47083,Low,0,271180,0.06,NA,-0.02,NA,NA,NA,NA,0.410708885,42.36,-0.128,-0.02448,0.238,0.1662
47085,Low,0.719575333,201060,0.18,-0.04,-0.1,NA,NA,NA,NA,-0.910190342,-233.04,-17,-0.03384,0.043,-0.2112
47087,Low,0,-3040,0.02,0.22,0.04,NA,NA,NA,NA,-1.0114025,-155.24,-6.208,0.081,0.0044,-0.3286
47089,Low,0.670230692,304460,0.02,0.06,-0.04,NA,-0.2,NA,NA,-4.787959494,-377.52,2.368,-0.01404,-307.056,0
47091,Low,0,32200,0,0,-0.04,NA,NA,NA,NA,-0.648249165,-103.24,3.224,-0.00864,0.0178,-0.2068
47093,Low,0.5590714,-13820,-0.02,-0.06,-0.1,NA,NA,NA,NA,-2.209493083,-568.38,-13.208,-0.02772,-0.1698,0
47095,Low,1.59444642,1568880,0.32,0.12,NA,NA,NA,NA,NA,-0.272718014,-23.42,0,0,0,0
47097,Low,2.318987325,2015880,1.22,0.3,0.04,-0.04,NA,NA,NA,-1.148665769,-231.62,-49.272,0.00108,-0.0108,0.0784
47099,Low,1.917084687,2441800,1.6,0.34,0.14,-3.55E-18,-0.02,NA,NA,-2.325816878,-609.98,-139.096,-0.06732,5.6452,0
47101,Low,0,17060,-0.06,0,-0.04,-0.08,NA,NA,NA,-0.712837798,-63.62,-40.408,0.01044,0.0776,-0.222
47103,Low,1.815609376,4261380,0.96,0.04,0.08,-0.04,0.58,NA,NA,3.868207292,-115.82,-59.784,0.08208,1318.329,0
47105,Medium,3.851041361,2355300,0.34,0.1,-0.12,NA,NA,NA,NA,-4.670007646,-555.56,1.176,0.05148,0.0382,-0.3264
47107,Low,2.063029787,644420,0.3,0.32,0.08,NA,0.06,NA,NA,-3.169063062,-589.36,-3.296,-0.09252,-113.1402,-0.1768
47109,Low,2.967494719,710560,0.4,0.34,0,-0.12,NA,NA,NA,-0.745734225,-11.88,-205.144,-0.00432,-0.0544,-0.3366
47111,Low,3.852456303,2034560,1.5,0.18,0,0.1,0.06,NA,NA,0.055530473,-239.22,4.768,0.05508,243.7166,-0.4848
47113,Low,1.740031213,1553900,0.72,0.22,-0.24,-0.1,NA,NA,NA,-1.937015235,-398.16,-162.176,-0.03384,1.212,0.1066
47115,Low,0.716054791,208020,0.12,-0.06,-0.06,NA,-0.14,NA,NA,-0.846060604,-40.42,-1.896,0.00936,-175.8274,-0.2296
47117,Low,1.486016518,1193340,0.24,0,-0.16,-0.06,0.18,NA,NA,-1.702330478,-428.08,-51.968,0.03456,148.9298,0
47119,Low,2.27799699,1156100,1.08,0.16,0.32,NA,NA,NA,NA,-1.936906741,-602.26,-15.032,0.12528,1.9966,0
47121,Low,0.519382104,138240,0.1,0.08,-8.88E-19,NA,NA,NA,NA,-1.132203094,-115.3,0.448,0.08064,0.0564,0.2724
47123,Low,2.16118724,1143380,0.82,0.06,0.3,NA,NA,NA,NA,0.441834406,150.02,-4.504,0.05256,0.0394,-0.098
47125,Low,2.79349079,1129820,0.98,0.3,0.12,NA,NA,NA,NA,-2.069721908,-559.94,-18.312,0.0468,0.1606,0
47127,Low,0.650371793,671940,0.32,0,0.36,NA,-0.1,NA,NA,6.296101581,545.02,2.27E-16,0.00216,-123.8242,0.244
47129,Low,2.846644631,394820,0.2,0.02,0.02,NA,-0.02,NA,NA,-0.211308796,66.98,2.04,0.16632,-126.1642,-0.1786
47131,Low,2.022349088,4435320,1.9,0.46,0.04,-0.04,-0.16,NA,NA,-1.556182904,-203.02,-341.44,0,105.259,0
47133,Low,1.699684037,778600,0.14,0.16,-0.06,0.04,-0.08,NA,NA,0.85781111,187.54,4.944,-0.0756,0.2082,0
47135,Low,0,20900,0.04,0.02,NA,NA,NA,NA,NA,-0.646089765,-125.12,-13.88,0.1404,0.0698,-0.0198
47137,Low,3.856306021,411920,0.42,NA,0.16,NA,-0.06,NA,NA,4.235765341,32.64,-2.304,-0.01296,327.2444,0.027
47139,Low,2.284533373,863960,0.58,0.08,0.1,NA,0.12,NA,NA,1.583178586,-5.58,4.272,0.01296,357.423,0.2844
47141,Low,0.906298852,134660,0.22,0.06,-0.02,NA,NA,NA,NA,-1.062263813,-204.28,-16.416,-0.0198,0.007,0
47143,Low,2.204062571,132220,0.2,0,-0.14,NA,NA,NA,NA,-1.045765986,-173.34,2.288,0.07452,0.1332,0
47145,Low,0,-48400,-0.06,NA,NA,NA,NA,NA,NA,-1.405589523,-265.32,2.656,-0.00072,0.1328,-0.1328
47147,Low,2.236930636,4050620,2.2,0.16,0.22,-0.12,NA,NA,NA,-3.346961922,-706.54,-119.32,0.018,0.0472,0
47149,Medium,2.034186589,420020,0.48,0.18,-0.08,NA,NA,NA,NA,-2.911039891,-916.42,-6.384,0.04284,-11.038,0
47151,Low,0,-161760,-0.08,NA,-0.04,NA,-0.06,NA,NA,-1.041209696,-89.02,2.88,0,-201.288,0.3348
47153,Low,0.978668942,108040,0.1,NA,0,NA,NA,NA,NA,-0.642579412,-7.12,0.544,0.01008,-81.9266,0.0028
47155,Low,-1.244206406,-236240,-0.2,NA,-0.04,NA,NA,NA,NA,-2.052401172,-514.24,-7.408,-0.00648,-107.9884,-0.2548
47157,Low,0.866096826,63460,-0.14,-0.3,NA,NA,NA,NA,NA,-0.801602419,-307.38,-9.56,0.01692,0.0568,-0.1852
47159,Low,2.871904515,698120,0.44,0.16,0.02,NA,0.06,NA,NA,-2.250807336,-355.62,-10.272,0.04392,-0.0956,-0.497
47161,Low,0.678077203,160200,0.14,0.06,0,NA,NA,NA,NA,-0.452380441,-98.04,-9.896,0.00036,0.2066,-0.0112
47163,Low,-0.823169652,25440,-0.06,NA,-0.14,NA,NA,NA,NA,-1.707846494,-363.86,-1.728,0.04896,0.084,-0.278
47165,Low,1.901988542,777500,0.76,0.14,-0.04,-0.04,NA,NA,NA,-1.699826593,-422.6,-44.264,0.16992,0.5036,0
47167,Low,2.094686928,2222640,1.28,0.14,-0.08,NA,NA,NA,NA,-1.319711358,-325.2,11.8,0.0504,0.1196,-0.1416
47169,Low,0,14700,0.06,NA,0.02,NA,NA,NA,NA,1.668052344,95.78,2.752,0,-0.0128,0.2774
47171,Low,-1.354630817,-81940,-0.08,NA,-0.06,NA,NA,NA,NA,-0.678850393,-65.72,0.304,0,0.0124,-0.0244
47173,Low,0,-24940,0,0.02,-0.04,NA,NA,NA,NA,-0.562222366,-63.48,-1.328,-0.00144,0.0092,-0.3124
47175,Low,0.891163793,268800,0.12,0.1,0.08,NA,NA,NA,NA,1.215682862,170.62,1.528,0.04212,0.0478,-0.0626
47177,Low,0.605628015,1555280,0.6,0.12,-0.18,NA,0.18,NA,NA,-0.576422244,-590.9,-38.08,0.00504,500.0574,-0.2724
47179,Low,0.48368633,-113060,0.12,0.04,0.14,NA,0,NA,NA,-4.38501505,-745.42,3.864,0.0684,0,-0.1114
47181,Low,3.470393746,1402200,0.98,0.1,-0.06,0.02,NA,NA,NA,0.109050071,102.3,-60.888,-0.01008,0.0662,0
47183,Low,2.527409167,4730400,2.94,0.68,0.08,-0.14,0.18,NA,NA,2.402734312,-192.06,144.544,0.05436,769.8862,-0.1108
47185,Low,0.991622939,668700,0.18,0,-0.12,NA,NA,NA,NA,-1.27021097,-215.54,-32.368,-0.01116,0.2324,-0.1548
47187,Low,1.061512547,35280,0.26,-0.1,-0.26,-0.04,NA,NA,NA,-4.322911085,-1257.72,-47.816,0.02736,0.6272,-0.3124
47189,Low,0.291267422,164880,0.08,-0.08,-0.08,-0.02,NA,NA,NA,-3.252077542,-942.26,-20.104,0.06912,0.2584,0
55001,Low,0.872609777,3861900,0.54,-0.02,0.08,NA,NA,NA,NA,0.495485973,191.5,-24.76,-0.07128,-0.5786,-0.3782
55003,Low,4.342513874,608440,0.4,0.12,0.2,NA,NA,NA,NA,0.229992706,121.5,3.44,-0.05904,-0.089,-0.298
55005,Low,1.491596605,7693700,3.62,0.42,0.44,-0.04,NA,NA,-0.12,0.208272236,-1132.56,-50.28,1276.4286,-0.4798,0
55007,High,1.110546077,265100,0.18,-0.02,NA,NA,NA,NA,NA,-0.268046704,-195.36,-9.632,0.08784,0.056,-0.351
55009,Low,2.281981785,9553720,2.68,0.32,0.66,-0.02,NA,NA,NA,5.744608094,1598.98,-23.84,0.4464,2.2584,-0.4522
55011,High,2.141695706,6647340,5.4,0.42,1.12,-0.12,-0.34,NA,-0.2,0.997870463,-90.96,-176.752,-156.3156,773.34,0
55013,Medium,2.391398554,1309040,0.58,0.14,0.26,NA,NA,NA,0.08,0.112982747,80.18,-31.664,-0.06192,-0.2612,-0.1112
55015,Low,2.831383942,7655080,2.96,0.14,1.02,NA,NA,NA,NA,6.309436338,1073.9,-33.336,0.02556,-0.1316,-0.2284
55017,High,2.687280842,6615180,4.58,0.56,0.56,0.02,NA,NA,-0.04,-1.910607285,-1309.8,-5.104,314.06652,2.8782,0
55019,Medium,1.871172995,13962780,5.86,0.54,1.74,-0.06,NA,NA,NA,2.708934782,1774.9,-122.32,0.00828,44.8832,0
55021,High,2.66842328,6648060,5.12,0.4,1.1,-0.76,NA,NA,NA,-2.67049324,-244.06,-818.152,0.19656,3.028,0
55023,Medium,2.525458669,1958020,1.76,0.1,0.1,1.78E-18,NA,NA,NA,-2.287383617,-539.66,-136,0.01332,-0.4906,0
55025,Low,1.66654809,12214760,8.16,0.84,2.38,-0.14,NA,NA,NA,1.450822713,1105.68,-206.808,0.46296,-0.149,0
55027,High,2.273062271,9805560,6.98,0.52,1.58,-0.58,NA,NA,NA,-2.456488363,-299.24,-814.056,0.072,-1.0612,0
55029,Medium,2.372181852,2382380,1.14,-3.55E-18,0.34,NA,NA,NA,NA,-0.463595504,-99.68,-16.44,-0.05076,0.8148,-0.3832
55031,Low,1.41849291,158280,0.14,-0.02,0.08,NA,NA,NA,NA,-0.043683343,-29.42,-0.384,0.04644,0.062,0.1822
55033,Low,2.247273436,6992120,4.02,0.56,0.78,-0.14,NA,NA,-0.04,-2.210876663,-738.88,-234.176,0,-0.5722,0
55035,Medium,1.525511487,2344060,1.24,0.2,0.14,NA,0.02,NA,-0.04,-1.41353895,-648.82,10.992,0,170.735,0
55037,Low,0,-30720,NA,NA,NA,NA,NA,NA,NA,-0.165253628,-42.3,0.192,0,0.0226,0.3016
55039,Low,3.057852534,14565340,7.16,0.54,1.98,-0.12,NA,NA,NA,3.664809065,1630.38,-263.288,0.04428,-1.1394,0
55041,High,0,30820,-0.04,0.08,-0.14,NA,NA,NA,NA,-0.290450814,-156.08,3.312,0.0702,0.033,0.069
55043,Low,2.70371912,14047420,10.44,0.82,2.48,-0.14,NA,NA,NA,-1.179388845,256.1,-987.408,0.07056,30.5856,0
55045,High,2.610209948,5419600,4.6,0.66,0.82,-0.24,NA,NA,NA,-5.696516346,-1033.2,-690.216,0.05364,-0.0242,0
55047,Medium,2.998979647,2915660,2.32,0.48,0.72,-0.04,NA,NA,NA,-0.862296541,-78.66,-88.832,0.03384,11.3282,0
55049,Medium,1.78683268,5424560,3.7,0.42,1.44,-0.28,NA,NA,NA,-1.67256687,-128.84,-529.976,0.0792,-2.0542,0
55051,Medium,1.323460853,312520,0.1,0.06,0.06,NA,NA,NA,NA,0.19513724,76.72,-0.184,0,-0.0092,0.1134
55053,Low,1.26007722,4823540,2.18,0.22,0.62,0.08,0.12,NA,NA,1.439866349,406.82,196.848,0.10008,133.4164,-0.3508
55055,Low,1.637755413,9186620,3.4,0.2,0.44,-0.04,NA,0.08,NA,-0.027711948,192.82,-200.432,-0.02088,-0.3554,0
55057,Medium,1.55222655,3942960,1.38,0.16,0.36,NA,NA,NA,NA,0.080857105,44.16,-12.056,-0.00756,0.0318,0
55059,Low,2.333133231,1688440,1.02,0.08,0.14,NA,NA,NA,NA,-0.614659588,5.14,-91.584,0.04788,-0.1572,0
55061,Low,3.008619288,12671960,2.8,0.48,1.38,-0.04,NA,NA,NA,15.31245342,2801.6,-84.976,-0.00972,0.0744,-0.407
55063,High,2.498008449,1972480,1.92,0.2,0.26,-0.2,NA,NA,NA,-3.862652524,-505.56,-392.528,-0.03528,-5.6542,-0.1424
55065,Low,2.62838016,9729580,6.38,0.74,1.62,-0.4,NA,NA,NA,-0.012540272,713.94,-717.968,0.01152,0.1088,-0.208
55067,High,1.552301391,2967880,1.64,-0.02,0.2,NA,NA,NA,NA,0.300862819,141.3,-5.688,-0.02736,-0.0594,0.1698
55069,Low,1.648518756,713880,0.44,0.14,0.18,NA,NA,NA,NA,-0.445312276,-193.2,-9.392,0.00216,-0.1014,0
55071,Low,2.554453248,10643360,4.16,0.34,1.64,NA,NA,NA,NA,2.821673577,923.34,-63.136,0.11016,1.0252,0
55073,High,2.272759048,11244460,6.18,0.92,1.12,NA,NA,NA,NA,-0.018028419,25.56,-40.2,0.36288,-0.1528,0
55075,Medium,2.795520347,4208120,2.12,0.26,1.28,NA,NA,NA,NA,0.804252503,600.1,-17.024,-0.0198,-0.0376,0
55077,Medium,2.418189814,2160300,0.94,0.32,0.48,-0.08,NA,NA,NA,0.015418776,150.2,-146.552,0.10152,0.067,-0.1768
55078,Low,0,780,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
55079,Low,1.223640289,-96240,0.04,NA,NA,NA,NA,NA,NA,-0.043169938,-5.64,0.096,0,0,0.144
55081,Low,1.987497923,5723420,3.26,0.2,0.62,NA,NA,NA,NA,-0.713117736,-264.82,-61.872,0.67824,-6.774,0
55083,Medium,2.9440647,4884820,3.58,0.36,0.36,-0.08,NA,NA,NA,-0.622380715,-226.94,-94.4,-0.08388,-0.1558,0
55085,Low,1.213762079,37200,-0.04,-0.06,NA,NA,NA,NA,NA,-0.038027698,-19.62,-1.896,0.00648,-0.5686,0.1354
55087,Low,2.261892466,7676300,3.38,0.6,1.68,-0.16,NA,NA,NA,0.441428689,418.9,-272.808,0.05184,-0.1576,-0.1982
55089,High,2.654675122,2213780,1.2,0,0.52,NA,NA,NA,NA,1.752916172,258.46,-46.52,-0.02016,-0.3378,0
55091,Low,2.805826393,2448420,1.42,0.32,0.56,NA,NA,NA,NA,1.960873683,288.64,-53.864,-0.00036,1.1106,-0.2306
55093,Low,2.551071622,4989980,3.3,0.22,0.26,-0.06,NA,NA,NA,-2.144355347,-477.78,-159.28,-0.11844,-0.4244,0
55095,Medium,2.885970057,4600440,3.34,0.58,0.52,0.02,NA,NA,-0.06,-0.722495292,-455.04,-17,129.8376,0.0174,0
55097,Medium,1.486390122,9598340,2.72,0.24,1.12,0.02,NA,NA,NA,0.495189385,205.16,-2.496,0.41112,2.355,0
55099,Medium,-0.28513489,720720,0.1,0.08,0,NA,NA,NA,NA,0.001999145,-1.24,2.68,0.03564,0.2106,-0.3876
55101,Low,-0.053708082,603600,0.56,-0.02,0.06,0,NA,NA,NA,-1.062614036,-157.58,-22.312,0.08856,-3.2644,0
55103,Low,2.853652329,4164640,2.52,0.04,0.42,-0.06,NA,NA,NA,-1.545889385,-227.62,-241.616,-0.1026,-0.0306,0
55105,Low,2.196118649,9566900,4.86,0.04,0.92,-0.16,NA,NA,NA,-0.06164939,178.88,-201.896,-0.1278,0.2104,0
55107,Medium,2.378422831,1499880,1.12,0.18,0.14,NA,NA,NA,-0.08,-0.566026245,-258.02,-9.76,0.06696,0.1966,-0.3376
55109,Low,2.252620598,6046460,3.76,0.36,0.66,-0.08,NA,NA,-0.12,-2.084761431,-668.8,-111.288,0,-0.0912,0
55111,Medium,1.859881181,4411500,3.28,0.18,0.76,-0.58,NA,-0.1,NA,-3.253425475,-1000.92,-400.04,0.07164,-0.483,0
55113,Medium,2.46191555,665920,0.3,0.04,0.1,NA,NA,NA,0,-0.137585187,-84.9,-4.712,0.05472,0.2702,-0.3424
55115,Low,2.189125824,7287860,3.78,0.7,0.94,NA,NA,NA,NA,-0.354124586,-135.92,-28.688,-0.01152,0.7702,0
55117,Medium,2.70295464,7512440,4.36,0.18,1.46,NA,NA,NA,NA,3.027951386,888.32,-83.96,0.20052,-2.2436,0
55119,High,2.750069911,3491800,2.38,0.32,0.72,NA,NA,NA,NA,-0.815471022,-400.68,-13.472,0.0648,2.2138,0
55121,Medium,1.995586977,9647160,5.06,0.68,1.28,-0.04,0.6,NA,-0.02,1.407107567,-165.44,-168.672,63.03168,805.3514,0
55123,Medium,2.116463522,6105700,3.48,0.5,0.86,NA,NA,NA,NA,-1.703168978,-628.14,-98.136,-0.06012,27.9906,0
55125,Medium,0.841136133,118200,0,0.02,NA,NA,NA,NA,NA,-0.002805463,-1.18,-0.224,-0.00864,0.015,0.1512
55127,Low,1.82224797,4500480,2.3,-0.02,0.62,-0.34,NA,-0.06,NA,0.720968704,433.84,-226.272,-0.00252,-0.1386,0
55129,Low,2.294409707,838120,0.36,0.12,0.02,NA,NA,NA,0.02,-0.592302024,-242.2,-2.504,0,0.3058,-0.1652
55131,Low,2.598868871,4668880,2.42,0.48,1.2,NA,NA,0.06,NA,1.490805951,420.18,-87.256,-0.01368,-0.3526,0
55133,Medium,1.30720011,631760,0.58,0.24,0.1,NA,NA,NA,NA,-1.060294467,-269.58,-32.248,0.081,-0.1762,0
55135,Low,2.47101347,3936300,2.6,0.1,1.06,-0.08,NA,NA,NA,-0.74515608,-227.64,-60.592,-0.05976,-0.3098,0
55137,Medium,1.161904637,2901560,0.64,-0.02,0.26,-0.04,NA,NA,NA,-0.588103756,-146,-42.248,0.018,-2.5216,0
55139,Low,2.566179011,3737600,2.9,0.06,0.4,NA,NA,NA,NA,-0.740836493,-120.74,-46.376,-0.0288,0.3292,0
55141,Low,1.464802499,3335800,2.36,0.04,0.5,-0.08,NA,NA,NA,-1.030811046,-344.16,-79.688,0.13896,0.2722,0
,Medium,,,,,,,,,,,,,,,
